"en","zh"
"Evil days have brought light with them!","苦难的日子也照样有光亮。"
"For a long while I blamed another, now I am content to bear the whole blame.","我很久便开始控诉别人，现在我已甘愿来承担所有的指控。"
"At my own expense, I have absolved that other of whom I once thought I had a right to complain.","我牺牲自己，宽恕了我曾经认为有权控诉的那个男人。"
"I had not the art to keep him; fate has punished me heavily for my lack of skill.","我没想过怎样能留住他；命运因此重重地惩罚了我的笨拙。"
"I only knew how to love; how can one keep oneself in mind when one loves?","我只知道如何去爱；一个人在爱的时候怎样才能想到自我呢？"
"So I was a slave when I should have sought to be a tyrant.","因此当我应该成为暴君时，我却当了奴隶。"
"Those who know me may condemn me, but they will respect me too.","那些知道我的人可能会谴责我，不过他们也会尊重我。"
"Pain has taught me that I must not lay myself open to this a second time.","痛苦的教训告诉我，我不能让自己再冒一次被遗弃的危险了。"
"I cannot understand how it is that I am living yet, after the anguish of that first week of the most fearful crisis in a woman’s life.","在经历了头一周的痛苦之后，这是女人生命中最为可怕的关头，我真不明白为什么自己还活在这个世上。"
"Only from three years of loneliness would it be possible to draw strength to speak of that time as I am speaking now.","只有当独处了三年的孤寂生活，我才有可能像现在这样鼓起勇气谈论那段时光。"
"Such agony, monsieur, usually ends in death; but this—well, it was the agony of death with no tomb to end it.","先生，像这种苦痛的后果往往是死亡；可是——我的结局只是没有坟墓的痛苦死亡罢了。"
"Oh!","哦！"
"I have known pain indeed!”","我已经完全知晓了其中的苦痛！”"
"The Vicomtesse raised her beautiful eyes to the ceiling; and the cornice, no doubt, received all the confidences which a stranger might not hear.","子爵夫人抬起她美丽的眼睛仰望着天花板，还有檐口，毫无疑问，她总是把不愿让陌生人听见的心事向檐口倾诉。"
"When a woman is afraid to look at her interlocutor, there is in truth no gentler, meeker, more accommodating confidant than the cornice.","当一个女人不敢正视她的会话者时，那么檐口就是最温柔、最谦和、最随和的听取她内心秘密的知己了。"
"The cornice is quite an institution in the boudoir; what is it but the confessional, minus the priest?","檐口仿佛是女性闺房中的专设机构；难道我们不该称它为没有神甫的忏悔所吗？"
"Mme. de Beauseant was eloquent and beautiful at that moment; nay, “coquettish,” if the word were not too heavy.","鲍赛昂夫人此刻言辞恳切，美貌动人；而且，如果不怕过分的话，可以说她有些风情妖艳。"
"By justifying herself and love, she was stimulating every sentiment in the man before her; nay, more, the higher she set the goal, the more conspicuous it grew.","通过给予自己和爱情正确的评价，她刺激了眼前这个男人的一切情绪；而且，她设定的目标越高，目标就越发引人注目。"
"At last, when her eyes had lost the too eloquent expression given to them by painful memories, she let them fall on Gaston.","最后，她收起那由于痛苦的回忆而留在眼神中的过分感人的目光，低下头来注视着加斯东。"
"“You acknowledge, do you not, that I am bound to lead a solitary, self-contained life?” she said quietly.","“你承认不承认，我就应该过一种孤独寂寞的生活吗？”她平静地问道。"
"So sublime was she in her reasoning and her madness, that M. de Nueil felt a wild longing to throw himself at her feet; but he was afraid of making himself ridiculous, so he held his enthusiasm and his thoughts in check.","她在理智和疯狂方面都表现得如此崇高，以至于德纽埃尔先生感觉到一种疯狂的渴望，想拜倒在她的脚下；可是他又害怕自己这样做会荒唐可笑，因此他克制住自己的激情和想法。"
"He was afraid, too, that he might totally fail to express them, and in no less terror of some awful rejection on her part, or of her mockery, an apprehension which strikes like ice to the most fervid soul.","他也害怕自己不能够完全清楚地表达自己，害怕遭到她可怕的拒绝或者嘲笑，这种忧惧会使那最为狂热的灵魂如冰般冷却下来。"
"The revulsion which led him to crush down every feeling as it sprang up in his heart cost him the intense pain that diffident and ambitious natures experience in the frequent crises when they are compelled to stifle their longings.","感情冲动时对感情摧残压制，所产生的反应会使他极度痛苦，这种痛苦是缺乏自信和野心勃勃的人在危急关头经常体验到的，因为他们经常被迫抑制自己的渴求。"
"And yet, in spite of himself, he broke the silence to say in a faltering voice:","不过，他依然不顾自我打破了缄默，用支吾的声音说道："
"“Madame, permit me to give way to one of the strongest emotions of my life, and own to all that you have made me feel.","“夫人，请允许我做一件我平生最激动的一件事吧，向你承认你使我体会到的一切。"
"You set the heart in me swelling high!","你让我的心变得高尚伟大！"
"I feel within me a longing to make you forget your mortifications, to devote my life to this, to give you love for all who ever have given you wounds or hate.","我内心有一种渴望，那就是我要用毕生精力来使你忘却你的耻辱，代替那些曾伤害过你或者憎恨过你的人来爱你。"
"But this is a very sudden outpouring of the heart, nothing can justify it to-day, and I ought not—”","可是我的心表露得太过突然，以至于今天还没有什么东西来证明这种表露，我不该——”"
"“Enough, monsieur,” said Mme. de Beauseant; “we have both of us gone too far.","“够了，先生，”德鲍赛昂夫人说道，“我们都走得太远了。"
"By giving you the sad reasons for a refusal which I am compelled to give, I meant to soften it and not to elicit homage.","我不得不拒绝你，我是想告诉你出于伤心的理由，我想有意向你缓和地表达这个意思，而并非是想别人恭维我。"
"Coquetry only suits a happy woman.","卖弄风情仅仅适合幸福的女人。"
"Believe me, we must remain strangers to each other.","相信我，我们必须彼此继续做陌生人。"
"At a later day you will know that ties which must inevitably be broken ought not to be formed at all.”","终有一天你会明白，不可避免要拆散的人，还是不结合为好。”"
"She sighed lightly, and her brows contracted, but almost immediately grew clear again.","她轻叹一声，双眉紧锁，不过很快便又舒展开来。"
"“How painful it is for a woman to be powerless to follow the man she loves through all the phases of his life!","“一个女人如果在一生的各个阶段都无法一直跟循自己所爱的那个男人，那将是多么痛苦的事啊！"
"And if that man loves her truly, his heart must surely vibrate with pain to the deep trouble in hers.","如果那个男人真爱她的话，他的心也必定会和她内心深处的痛楚一起痛苦地回应。"
"Are they not twice unhappy?”","这难道不是双重不幸吗？”"
"There was a short pause.","随后是一小会儿沉默。"
"Then she rose smiling.","然后她笑着站起身。"
"“You little suspected, when you came to Courcelles, that you were to hear a sermon, did you?”","“你来库尔塞勒的时候，没想到会听一通说教吧，是吗？”"
"Gaston felt even further than at first from this extraordinary woman.","加斯东感到自己和这位非凡的女人之间的距离比最初接触时的距离更远了。"
"Was the charm of that delightful hour due after all to the coquetry of the mistress of the house?","那美妙愉快时刻的魅力是因为这个屋子的女主人卖弄风情的结果吗？"
"She had been anxious to display her wit.","她一直急切地渴望施展自己的智慧。"
"He bowed stiffly to the Vicomtesse, and went away in desperation.","他机械地向子爵夫人行了礼，然后无可奈何地走开了。"
"On the way home he tried to detect the real character of a creature supple and hard as a steel spring; but he had seen her pass through so many phases, that he could not make up his mind about her.","走在回家的路上，他试图找出这个女人的真实性格，她的性格如弹簧般又软又硬；不过他见过她的性格经历过各种不同的阶段，以至于他也无法对她有一个确定的判断。"
"The tones of her voice, too, were ringing in his ears; her gestures, the little movements of her head, and the varying expression of her eyes grew more gracious in memory, more fascinating as he thought of them.","她的语调，在他的耳边萦绕；她的姿态，头部轻微的动作以及眼神中变化的表达在记忆中都变得更加优雅，每当他想到它们时，它们就会变得更加迷人。"
"The Vicomtesse’s beauty shone out again for him in the darkness; his reviving impressions called up yet others, and he was enthralled anew by womanly charm and wit, which at first he had not perceived.","子爵夫人的美貌在黑暗中重放异彩；他心中回想的印象一个接一个地纷至沓来，他又重新受到诱惑，向他展示出他开始并未觉察到的女性魅力和才智。"
"He fell to wandering musings, in which the most lucid thoughts grow refractory and flatly contradict each other, and the soul passes through a brief frenzy fit.","他徘徊在沉思中，最清晰的思想也变得难以驾驭，彼此相互冲突起来，灵魂在短期内也变得狂躁不安。"
"Youth only can understand all that lies in the dithyrambic outpourings of youth when, after a stormy siege, of the most frantic folly and coolest common-sense, the heart finally yields to the assault of the latest comer, be it hope, or despair, as some mysterious power determines.","只有年轻人才能懂得这狂热感情流露的内涵，当心灵经过激烈地袭击之后，经历过最狂乱的愚蠢和最冷静的判断之后，它还是屈服于最后一种思想的袭击，这种思想好像受到一种不知名的神秘力量的驱使，要么充满希望，要么充满绝望。"
"At three-and-twenty, diffidence nearly always rules a man’s conduct; he is perplexed with a young girl’s shyness, a girl’s trouble; he is afraid lest he should express his love ill, sees nothing but difficulties, and takes alarm at them; he would be bolder if he loved less, for he has no confidence in himself, and with a growing sense of the cost of happiness comes a conviction that the woman he loves cannot easily be won; perhaps, too, he is giving himself up too entirely to his own pleasure, and fears that he can give none; and when, for his misfortune, his idol inspires him with awe, he worships in secret and afar, and unless his love is guessed, it dies away.","一位23岁的小伙子总会受到自卑情绪的困扰；他对年轻女孩的羞怯和慌乱感到困惑；他害怕不能很好地表达自己的爱，他只看到困难，对此只会惊慌；要是他少爱她一点儿，他的胆子可能会更大一些，因为他对自己没有自信，越是感觉到幸福的价值，越是深信他爱的女人不会轻易地让人得到；也许，他过多地沉迷于自己的快乐中，害怕不能给予对方任何快乐；当他不幸崇拜的偶像令她敬畏，他只会秘密地崇拜，避而远之，如果人家猜不出他的心思，他的爱情也便完蛋了。"
"Then it often happens that one of these dead early loves lingers on, bright with illusions in many a young heart.","这种在许多年轻人心中早早夭折的爱情，往往会历久犹存留在那里，闪烁着幻想的光辉。"
"What man is there but keeps within him these virgin memories that grow fairer every time they rise before him, memories that hold up to him the ideal of perfect bliss?","哪个男人在心里没有过这些纯真的回忆呢？这些回忆每次想起来，都会越想越美，直至最后给他呈现出一幅完美幸福的图画。"
"Such recollections are like children who die in the flower of childhood, before their parents have known anything of them but their smiles.","这些回忆正如那些在如花般年龄时逝去的孩童，父母只是记得他们的微笑。"
"So M. de Nueil came home from Courcelles, the victim of a mood fraught with desperate resolutions.","因此，当德纽埃尔先生从库尔塞勒回到家时，他俨然成了感情的牺牲品，心中充满了各种绝望的情绪。"
"Even now he felt that Mme. de Beauseant was one of the conditions of his existence, and that death would be preferable to life without her.","即便到现在他依然感觉德鲍赛昂夫人是他生活下去的因素之一，没有她的日子，他宁愿去选择死亡。"
"He was still young enough to feel the tyrannous fascination which fully-developed womanhood exerts over immature and impassioned natures; and, consequently, he was to spend one of those stormy nights when a young man’s thoughts travel from happiness to suicide and back again—nights in which youth rushes through a lifetime of bliss and falls asleep from sheer exhaustion.","他依然很年轻，经受不住一位完美女人对幼稚而热情的心灵所施展的无情魅惑；因此，他不得不度过一个暴风雨般的夜晚，在那天晚上，一位年轻人的思想会从幸福到自杀，再从自杀到幸福，循环往复——这些夜晚中年轻人仿佛匆匆经历一生的所有幸福时刻，然后在精疲力竭之后酣然入睡。"
"Fateful nights are they, and the worst misfortune that can happen is to awake a philosopher afterwards.","这些夜晚是决定命运的夜晚，可能发生的最大不幸就是醒来之后，发现自己成为了一个哲学家。"
"M. de Nueil was far too deeply in love to sleep; he rose and betook to inditing letters, but none of them were satisfactory, and he burned them all.","德纽埃尔先生爱得太深以至于无法入眠；他起身写了好几封信，不过没有一封令他满意，便把信又全部烧毁。"
"The next day he went to Courcelles to make the circuit of her garden walls, but he waited till nightfall; he was afraid that she might see him.","第二天，他绕着库尔塞勒的围墙来回走动，一直等到太黑；他怕子爵夫人会看到他。"
"The instinct that led him to act in this way arose out of so obscure a mood of the soul, that none but a young man, or a man in like case, can fully understand its mute ecstasies and its vagaries, matter to set those people who are lucky enough to see life only in its matter-of-fact aspect shrugging their shoulders.","直觉让他这样做，这直觉使心灵变得神秘晦涩，必须是年轻人，或者有相同处境的人，才会真正明白这其中的狂喜和荒诞之处，而这些只会让那些幸运之人耸耸肩，他们只看到生活的实际面。"
"After painful hesitation, Gaston wrote to Mme. de Beauseant.","在经历了痛苦的犹豫之后，加斯东决定给德鲍赛昂夫人写一封信。"
"Here is the letter, which may serve as a sample of the epistolary style peculiar to lovers, a performance which, like the drawings prepared with great secrecy by children for the birthdays of father or mother, is found insufferable by every mortal except the recipients:—","这封信可以被称为专属情人之间运用陈词滥调写情书的模板式样，就像孩子在父亲或母亲过生日时将自己的画作送给父母作为生日礼物一样，除了接受者之外，谁都不喜欢这礼物。内容如下："
"“MADAME,—Your power over my heart, my soul, myself, is so great that my fate depends wholly upon you to-day.","“夫人，——你的力量在我的心头、灵魂和自我之上，这力量是如此巨大，使得我今天的命运已完全掌握在你手中。"
"Do not throw this letter into the fire; be so kind as to read it through.","请不要将这封信销毁；请您大发慈悲读下去。"
"Perhaps you may pardon the opening sentence when you see that it is no commonplace, selfish declaration, but that it expresses a simple fact.","当您看到我的开头句并非陈词滥调和自私的情誓，而只不过是说出了一个简单的事实的话，那么你也许会原谅我这么写。"
"Perhaps you may feel moved, because I ask for so little, by the submission of one who feels himself so much beneath you, by the influence that your decision will exercise upon my life.","也许这会感动你，因为我几乎别无奢求，我完全拜倒在你的脚下，而你的决定却可以影响我的一生。"
"At my age, madame, I only know how to love, I am utterly ignorant of ways of attracting and winning a woman’s love, but in my own heart I know raptures of adoration of her.","在我这样的年纪，我只知道如何去爱，却完全忽视了如何去吸引和赢得女士的芳心，可是，在我的内心深处，我只感觉到爱慕她的阵阵狂喜。"
"I am irresistibly drawn to you by the great happiness that I feel through you; my thoughts turn to you with the selfish instinct which bids us draw nearer to the fire of life when we find it.","你让我感觉到的无比快乐将我无可抗拒地引到你身边；我对你的全部私心将彼此拉近到离我们发现的生命之火更近的地方。"
"I do not imagine that I am worthy of you; it seems impossible that I, young, ignorant, and shy, could bring you one-thousandth part of the happiness that I drink in at the sound of your voice and the sight of you.","我不觉得我能配得上你；年轻、无知而又羞怯的我，甚至都不可能给你带来我在听到你的声音和看到你的面容时所享受到的幸福的千分之一。"
"For me you are the only woman in the world.","对我而言，你是这个世界上唯一的女人。"
"I cannot imagine life without you, so I have made up my mind to leave France, and to risk my life till I lose it in some desperate enterprise, in the Indies, in Africa, I care not where.","我不敢想象没有你的生活，我决心离开法国，拿我的生命去做赌注，直到将生命毁灭在某些不可能成功的事业中，在印度，在非洲，我才不管在哪儿。"
"How can I quell a love that knows no limits save by opposing to it something as infinite?","我如何该用无边无际的东西去镇压那无穷无尽的爱呢？"
"Yet, if you will allow me to hope, not to be yours, but to win your friendship, I will stay.","可是，要是你给我希望，不一定成为你的爱人，哪怕得到你的有意，我也会留下来。"
"Let me come, not so very often, if you require it, to spend a few such hours with you as those stolen hours of yesterday.","请让我来吧，只要你需要，不必太频繁，就像昨天和你偷偷度过的那个把钟头就行。"
"The keen delight of that brief happiness to be cut short at the least over-ardent word from me, will suffice to enable me to endure the boiling torrent in my veins.","这片刻幸福的喜悦只消我说一句过分热情的话就会变得大打折扣，不过这也足够使我血脉贲张了。"
"Have I presumed too much upon your generosity by this entreaty to suffer an intercourse in which all the gain is mine alone?","希望请您接受一笔只对我有利的交易，不知我是否高估了您的慷慨大方呢？"
"You could find ways of showing the world, to which you sacrifice so much, that I am nothing to you; you are so clever and so proud!","你为这个世界做出了很大的牺牲，你也一定会想法向社会表明，我对你而言什么都不是；你是如此聪明、如此骄傲！"
"What have you to fear?","你害怕什么呢？"
"If I could only lay bare my heart to you at this moment, to convince you that it is with no lurking afterthought that I make this humble request!","如果此刻我能向你袒露心扉，说服你，在我这谦卑的要求之下并没有什么不可告人的秘密。"
"Should I have told you that my love was boundless, while I prayed you to grant me friendship, if I had any hope of your sharing this feeling in the depths of my soul?","如果我有希望请您和我一起分享灵魂深处的感情，我怎么会一边请求你给予我友谊，一边又对你说我的爱有多么宽广呢？"
"No, while I am with you, I will be whatever you will, if only I may be with you.","不，当我和你在一起时，你把我当作什么人都可以，只要我和你在一起就好。"
"If you refuse (as you have the power to refuse), I will not utter one murmur, I will go.","如果你拒绝的话（因为你有权拒绝），我不会有一声埋怨，我会离开。"
"And if, at a later day, any other woman should enter into my life, you will have proof that you were right; but if I am faithful till death, you may feel some regret perhaps.","要是，后来有一天，一个女人走进了我的生活，那么就证明你是对的；可是如果我忠于爱情一直到死，你也许会有些遗憾。"
"The hope of causing you a regret will soothe my agony, and that thought shall be the sole revenge of a slighted heart....”","让你感到遗憾，这个希望会减轻我的苦痛，这个想法也会是对你漠不关心我的完全报复……”"
"Only those who have passed through all the exceeding tribulations of youth, who have seized on all the chimeras with two white pinions, the nightmare fancies at the disposal of a fervid imagination, can realize the horrors that seized upon Gaston de Nueil when he had reason to suppose that his ultimatum was in Mme. de Beauseant’s hands.","加斯东·德纽埃尔将这封信送出时，他感到惶恐万分，他明白，自己的命运就握在德鲍赛昂夫人手中了。想要理解这一点，必须要经历过年轻时期的一切超级难关，必须要曾经捕获过长有白色双翼的喀迈拉，经受过噩梦般激烈的想象。"
"He saw the Vicomtesse, wholly untouched, laughing at his letter and his love, as those can laugh who have ceased to believe in love.","他仿佛看到子爵夫人完全无动于衷，正在在嘲笑他的信和他的爱，正如那些不再相信爱情的人一样。"
"He could have wished to have his letter back again.","他真希望把自己的信要回来。"
"It was an absurd letter.","这是一封荒唐的信。"
"There were a thousand and one things, now that he came to think of it, that he might have said, things infinitely better and more moving than those stilted phrases of his, those accursed, sophisticated, pretentious, fine-spun phrases, though, luckily, the punctuation had been pretty bad and the lines shockingly crooked.","有一千零一种想法在头脑中浮现，他觉察到，这些想法要比他写的那些矫揉造作的句子，那些该死的、诡辩的、自命不凡而又精挑细选的句子，不知要优秀和感人多少倍。幸好，他的标点错得相当厉害，字迹也写得歪三扭四。"
"He tried not to think, not to feel; but he felt and thought, and was wretched.","他尽可能不去想，不去感知；可是他感觉到了，也想到了，他痛苦得很。"
"If he had been thirty years old, he might have got drunk, but the innocence of three-and-twenty knew nothing of the resources of opium nor of the expedients of advanced civilization.","要是他30岁的话，他一定会一醉不醒，可是23岁的清纯少年既不知道鸦片的效果也不知道先进文明的各种办法。"
"Nor had he at hand one of those good friends of the Parisian pattern who understand so well how to say Poete, non dolet! by producing a bottle of champagne, or alleviate the agony of suspense by carrying you off somewhere to make a night of it.","他身边也没有巴黎人那样的好朋友，他们会手捧香槟，对你说说“诗人，请勿悲伤！”，或者把你拉出去某个地方狂欢一晚，以减轻你愁疑的痛苦。"
"Capital fellows are they, always in low water when you are in funds, always off to some watering-place when you go to look them up, always with some bad bargain in horse-flesh to sell you; it is true, that when you want to borrow of them, they have always just lost their last louis at play; but in all other respects they are the best fellows on earth, always ready to embark with you on one of the steep down-grades where you lose your time, your soul, and your life!","他们是些最好的朋友，总是在你缺钱时手头拮据，你去找他们，他们总是去了温泉疗养，并且总会有一匹劣马要卖给你；你要管他们借钱，他们总会在博彩中输光最后一个铜板；不过从其他任何方面来讲，他们是世上最好的朋友，随时准备着沿着陡峭的斜坡启程出发，在此期间，你会耗尽时间，精神和生命！"
"At length M. de Nueil received a missive through the instrumentality of Jacques, a letter that bore the arms of Burgundy on the scented seal, a letter written on vellum notepaper.","最终，德纽埃尔先生从雅克手中收到一封信件，这封信件写在一张牛皮纸上，上面盖着勃艮第家族的散发有香气的封印。"
"He rushed away at once to lock himself in, and read and re-read her letter:—","他立即跑进房间，锁上房门，将她的信念了又念："
"“You are punishing me very severely, monsieur, both for the friendliness of my effort to spare you a rebuff, and for the attraction which intellect always has for me.","“先生，我出于好意而不致使你受到严词的拒绝，也是由于一位聪明人士总是会给予我吸引力的原因，可你却如此严厉地惩罚了我。"
"I put confidence in the generosity of youth, and you have disappointed me.","我相信了年轻人的慷慨大度，而你却令我感到失望。"
"And yet, if I did not speak unreservedly (which would have been perfectly ridiculous), at any rate I spoke frankly of my position, so that you might imagine that I was not to be touched by a young soul.","可是，如果你认为我已经对你开诚布公谈话的话（那绝对是极其荒唐可笑的），我至少向你坦言了我的处境，目的是使自己能够远离一位年轻的灵魂。"
"My distress is the keener for my interest in you.","我的悲痛要大于你对我的兴趣。"
"I am naturally tender-hearted and kindly, but circumstances force me to act unkindly.","我生性温柔、善良，可是环境逼迫我不近人情。"
"Another woman would have flung your letter, unread, into the fire; I read it, and I am answering it.","换作别的女人，你的信会连读也不读就付之一炬；我读了，而且我也在给你回信。"
"My answer will make it clear to you that while I am not untouched by the expression of this feeling which I have inspired, albeit unconsciously, I am still far from sharing it, and the step which I am about to take will show you still more plainly that I mean what I say.","我的回答向你证明，即便我对你因为我所产生的感情不是不受感动，虽然是不知不觉，我也绝不会和你一起分享这份感情，我接下来要采取的行动依然会更加明白，我言出必行。"
"I wish besides, to use, for your welfare, that authority, as it were, which you give me over your life; and I desire to exercise it this once to draw aside the veil from your eyes.","为了你好，我还是希望使用一次正如你所赐予我的对你生命的权力，揭开蒙在你双眼的那层面纱。"
"“I am nearly thirty years old, monsieur; you are barely two-and-twenty.","“先生，我都快30了；而你才不过23岁。"
"You yourself cannot know what your thoughts will be at my age.","你自己无论如何不会明白我这个年龄的想法。"
"The vows that you make so lightly to-day may seem a very heavy burden to you then.","你今天轻率的誓言到时候会成为你沉重的负担。"
"I am quite willing to believe that at this moment you would give me your whole life without a regret, you would even be ready to die for a little brief happiness; but at the age of thirty experience will take from you the very power of making daily sacrifices for my sake, and I myself should feel deeply humiliated if I accepted them.","你能毫无怨无悔地为我牺牲全部生命，为了我的些许幸福而随时去死，对此我很愿意相信这是真的；可是当你到了30岁，经验会使你没有力量为我天天做出牺牲，如果我接受了这些牺牲的话，我则会感到羞愧无比。"
"A day would come when everything, even Nature, would bid you leave me, and I have already told you that death is preferable to desertion.","终究会有一天，一切甚至是自然，会强制你离开我，我已经告诉过你，我宁愿选择去死，也不愿意被遗弃。"
"Misfortune has taught me to calculate; as you see, I am arguing perfectly dispassionately.","不幸让我学会了如何打算；你看，我和你争辩时，极其冷静。"
"You force me to tell you that I have no love for you; I ought not to love, I cannot, and I will not.","是你逼迫我非要告诉你，我不爱你；我不该爱你，不能爱你，将来也不会爱你。"
"It is too late to yield, as women yield, to a blind unreasoning impulse of the heart, too late to be the mistress whom you seek.","女人不加思量地屈服于自己的内心冲动，会后悔莫及，若成为了你追求的情妇也将会令人悔迟。"
"My consolations spring from God, not from earth.","我的安慰源自于上帝，而非尘世。"
"Ah, and besides, with the melancholy insight of disappointed love, I read hearts too clearly to accept your proffered friendship.","啊，除此之外，我带着对失望爱情的忧伤见解，对人心已看得很透，因此不能接受你所提出的友谊。"
"It is only instinct.","这只是本能而已。"
"I forgive the boyish ruse, for which you are not responsible as yet.","我原谅你这孩子气的诡计，因为你连责任都还不该负。"
"In the name of this passing fancy of yours, for the sake of your career and my own peace of mind, I bid you stay in your own country; you must not spoil a fair and honorable life for an illusion which, by its very nature, cannot last.","以你这短暂爱情的名义，为了你的前途和我心境的平和，我命令你留在自己的国度；不许你为了一个必定不会持久的幻想而失去一种美好而光荣的生活。"
"At a later day, when you have accomplished your real destiny, in the fully developed manhood that awaits you, you will appreciate this answer of mine, though to-day it may be that you blame its hardness.","尽管现在你可能会骂我这封信的冷酷无情，可是总有一天，当你实现了自己的真正使命，完全具备了男子气概之后，你就会欣赏我的这些话了。"
"You will turn with pleasure to an old woman whose friendship will certainly be sweet and precious to you then; a friendship untried by the extremes of passion and the disenchanting processes of life; a friendship which noble thoughts and thoughts of religion will keep pure and sacred.","到那时，你会发现有一个老妇人仍然是你的朋友，她的友谊甜蜜而珍贵；她饱含爱情的风霜，生活淡定，却并未屈服于生活；她高尚的思想和宗教观念使她纯洁而神圣。"
"Farewell; do my bidding with the thought that your success will bring a gleam of pleasure into my solitude, and only think of me as we think of absent friends.”","再见了；照我说的做，你的成功会使我估计的生活倍感欣慰，不要想念我，要么就如同想念其他朋友一样地想念我。”"
"Gaston de Nueil read the letter, and wrote the following lines:—","加斯东·德纽埃尔读完这封信后，写了下面的话："
"“MADAME,—If I could cease to love you, to take the chances of becoming an ordinary man which you hold out to me, you must admit that I should thoroughly deserve my fate.","“夫人，如果我能够停止爱你，像你说得成为一个普通人的话，那么你一定会承认，我活该倒霉了。"
"No, I shall not do as you bid me; the oath of fidelity which I swear to you shall only be absolved by death.","不，我不会听从你的命令；我会坚持我的忠诚誓言直到死亡。"
"Ah! take my life, unless indeed you do not fear to carry a remorse all through your own—”","啊，把我的命带走吧，除非你不怕在你的生命中徒增责备——”"
"When the man returned from his errand, M. de Nueil asked him with whom he left the note?","男仆送信回来，德纽埃尔先生问他把信交给了谁。"
"“I gave it to Mme. la Vicomtesse herself, sir; she was in her carriage and just about to start.”","“先生，我把它交给了子爵夫人本人；她在马车上，刚好马上要出门。”"
"“For the town?”","“去城里？”"
"“I don’t think so, sir.","“先生，我想不是吧。"
"Mme. la Vicomtesse had post-horses.”","子爵夫人乘的是驿马。”"
"“Ah! then she is going away,” said the Baron.","“哦，那么她要出门，”男爵说道。"
"“Yes, sir,” the man answered.","“是的，先生。”仆人回答道。"
"Gaston de Nueil at once prepared to follow Mme. de Beauseant.","德纽埃尔先生马上收拾一切，追随着德鲍赛昂夫人出门。"
"She led the way as far as Geneva, without a suspicion that he followed.","她驱车直到日内瓦，并没有意识到他一直跟着。"
"And he?","那么他呢？"
"Amid the many thoughts that assailed him during that journey, one all-absorbing problem filled his mind—“Why did she go away?” ","一路途中他心头涌现出千万种思绪，其中充斥在脑海，挥之不去的一个问题就是——“她为什么要离开呢？”"
"Theories grew thickly on such ground for supposition, and naturally he inclined to the one that flattered his hopes—“If the Vicomtesse cares for me, a clever woman would, of course, choose Switzerland, where nobody knows either of us, in preference to France, where she would find censorious critics.”","围绕着这句话延伸出了很多种猜疑，他自然选择了一种最讨他喜欢想法——“要是子爵夫人喜欢我的话，一个聪明的女人一定会选择瑞士这个我们谁都不认识的地方，而不会选择那个她能遇见很多吹毛求疵者的法国。"
"An impassioned lover of a certain stamp would not feel attracted to a woman clever enough to choose her own ground; such women are too clever.","某些热情洋溢的男人不会喜欢一个女人聪明到自己选择场所；这样的女人太过聪明了。"
"However, there is nothing to prove that there was any truth in Gaston’s supposition.","不过，没有任何证据表明加斯东的猜想是正确无误的。"
"The Vicomtesse took a small house by the side of the lake.","子爵夫人在湖边租了一间小屋。"
"As soon as she was installed in it, Gaston came one summer evening in the twilight.","一等她安顿好，加斯东便选择了一个夏季的黄昏前来拜访。"
"Jacques, that flunkey in grain, showed no sign of surprise, and announced @M. le Baron de Nueil@ like a discreet domestic well acquainted with good society.","雅克，那个贵族的仆人，对一切都司空见惯，看到他一点也不感到惊讶，便去通报了德纽埃尔男爵先生的到来。"
"At the sound of the name, at the sight of its owner, Mme. de Beauseant let her book fall from her hands; her surprise gave him time to come close to her, and to say in tones that sounded like music in her ears:","听到名字，看到真人，德鲍赛昂夫人的书从手中掉落了下来；她的惊讶使他有时间走近她的身旁，她用在她听来美如音乐般的声音说道："
"“What a joy it was to me to take the horses that brought you on this journey!”","“我是多么高兴我旅途中所用的马正是把你带到这儿的马！”"
"To have the inmost desires of the heart so fulfilled!","这就实现了心中秘密的愿望啊！"
"Where is the woman who could resist such happiness as this?","哪一个女人能够抵挡住这样的幸福呢？"
"An Italian woman, one of those divine creatures who, psychologically, are as far removed from the Parisian as if they lived at the Antipodes, a being who would be regarded as profoundly immoral on this side of the Alps, an Italian (to resume) made the following comment on some French novels which she had been reading.","意大利女人是属于仙女般可爱的人儿，可她们在心理上却同巴黎女人截然相反，她们被阿尔卑斯山这边的人认为是很不道德的，因为意大利女人在读法国小说的时候作出了如下的评论。"
"“I cannot see,” she remarked, “why these poor lovers take such a time over coming to an arrangement which ought to be the affair of a single morning.” Why should not the novelist take a hint from this worthy lady, and refrain from exhausting the theme and the reader?","“我就不明白，”她评论说，“为什么这些可怜的情郎要花这么多时间来处理只需一个早晨的时间就能处理完毕的事情呢。”为什么那个小说家不能领会这位高贵女郎的意图，缩短一下篇幅，以免使内容枯燥无味，使读者疲惫不堪呢？"
"Some few passages of coquetry it would certainly be pleasant to give in outline; the story of Mme. de Beauseant’s demurs and sweet delayings, that, like the vestal virgins of antiquity, she might fall gracefully, and by lingering over the innocent raptures of first love draw from it its utmost strength and sweetness.","这里当然有几处风流韵事必须要加以大体描述一番；德鲍赛昂夫人的犹豫和迟疑，正如古代贞洁的处女一般，纵然失身也要保全面子，为了是将初恋的纯情快乐尽情地享受，使初恋能够表现出它最强大的力量和最美好的甜蜜。"
